Symbol,Name,IPOyear,Sector,industry
NVSL,Naugatuck Valley Financial Corporation,0,Finance,Savings Institutions
NAVI,Navient Corporation,0,Finance,Investment Bankers/Brokers/Service
NBTB,NBT Bancorp Inc.,0,Finance,Major Banks
NCIT,NCI Inc.,2005,Technology,EDP Services
NKTR,Nektar Therapeutics,0,Health Care,Major Pharmaceuticals
NEOG,Neogen Corporation,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,NeoGenomics Inc.,0,Health Care,Precision Instruments
NEON,Neonode Inc.,0,Capital Goods,Industrial Machinery/Components
NEOS,Neos Therapeutics Inc.,2015,Health Care,Major Pharmaceuticals
NEOT,Neothetics Inc.,2014,Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,0,Health Care,Medical/Dental Instruments
NRX,NephroGenex Inc.,2014,Health Care,Major Pharmaceuticals
NEPT,Neptune Technologies & Bioresources Inc,0,Health Care,Major Pharmaceuticals
UEPS,Net 1 UEPS Technologies Inc.,2005,Finance,Investment Bankers/Brokers/Service
NETE,Net Element Inc.,0,Technology,EDP Services
NTAP,NetApp Inc.,1995,Technology,Electronic Components
NTES,NetEase Inc.,0,Miscellaneous,Business Services
NFLX,Netflix Inc.,2002,Consumer Services,Consumer Electronics/Video Chains
NTGR,NETGEAR Inc.,2003,Public Utilities,Telecommunications Equipment
NLST,Netlist Inc.,2006,Technology,Semiconductors
NTCT,NetScout Systems Inc.,1999,Technology,EDP Services
NTWK,NetSol Technologies Inc.,0,Technology,Computer Software: Prepackaged Software
CUR,Neuralstem Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,Neurocrine Biosciences Inc.,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NDRM,NeuroDerm Ltd.,2014,Health Care,Major Pharmaceuticals
NURO,NeuroMetrix Inc.,2004,Health Care,Medical/Dental Instruments
NUROW,NeuroMetrix Inc.,0,Health Care,Medical/Dental Instruments
NSIG,NeuroSigma Inc.,0,n/a,n/a
NYMT,New York Mortgage Trust Inc.,0,Consumer Services,Real Estate Investment Trusts
NYMTO,New York Mortgage Trust Inc.,0,Consumer Services,Real Estate Investment Trusts
NYMTP,New York Mortgage Trust Inc.,0,Finance,Finance: Consumer Services
NBBC,NewBridge Bancorp,0,Finance,Major Banks
NLNK,NewLink Genetics Corporation,2011,Health Care,Major Pharmaceuticals
NEWP,Newport Corporation,0,Capital Goods,Medical Specialities
NWS,News Corporation,0,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,0,Consumer Services,Newspapers/Magazines
NEWS,NewStar Financial Inc.,2006,Finance,Finance: Consumer Services
NEWT,Newtek Business Services Corp.,0,Miscellaneous,Business Services
NXST,Nexstar Broadcasting Group Inc.,2003,Consumer Services,Broadcasting
NVET,Nexvet Biopharma plc,2015,Health Care,Major Pharmaceuticals
NFEC,NF Energy Saving Corporation,0,Capital Goods,Metal Fabrications
EGOV,NIC Inc.,1999,Miscellaneous,Business Services
NICE,NICE-Systems Limited,0,Technology,Computer Manufacturing
NICK,Nicholas Financial Inc.,0,Finance,Finance Companies
NIHD,NII Holdings Inc.,0,Public Utilities,Telecommunications Equipment
NVLS,Nivalis Therapeutics Inc.,2015,Health Care,Major Pharmaceuticals
NMIH,NMI Holdings Inc,2013,Finance,Property-Casualty Insurers
NNBR,NN Inc.,1994,Capital Goods,Metal Fabrications
NDLS,Noodles & Company,2013,Consumer Services,Restaurants
NDSN,Nordson Corporation,0,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,0,Capital Goods,Industrial Machinery/Components
NTK,Nortek Inc.,0,Consumer Durables,Home Furnishings
NBN,Northeast Bancorp,0,Finance,Major Banks
NECB,Northeast Community Bancorp Inc.,0,Finance,Savings Institutions
NTIC,Northern Technologies International Corporation,0,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,0,Finance,Major Banks
NTRSP,Northern Trust Corporation,0,Finance,Major Banks
NFBK,Northfield Bancorp Inc.,0,Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,0,Finance,Savings Institutions
NWBI,Northwest Bancshares Inc.,2009,Finance,Major Banks
NWBO,Northwest Biotherapeutics Inc.,2012,Health Care,Major Pharmaceuticals
NWBOW,Northwest Biotherapeutics Inc.,0,Health Care,Major Pharmaceuticals
NWPX,Northwest Pipe Company,1995,Basic Industries,Steel/Iron Ore
NCLH,Norwegian Cruise Line Holdings Ltd.,2013,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,0,Finance,Major Banks
NVFY,Nova Lifestyle Inc,0,Consumer Durables,Home Furnishings
NVMI,Nova Measuring Instruments Ltd.,2000,Capital Goods,Electronic Components
NVDQ,Novadaq Technologies Inc,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MIFI,Novatel Wireless Inc.,0,Consumer Durables,Telecommunications Equipment
NVAX,Novavax Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVGN,Novogen Limited,0,Health Care,Major Pharmaceuticals
NTLS,NTELOS Holdings Corp.,2006,Public Utilities,Telecommunications Equipment
NUAN,Nuance Communications Inc.,0,Technology,Computer Software: Prepackaged Software
NMRX,Numerex Corp.,0,Consumer Durables,Telecommunications Equipment
NUTR,Nutraceutical International Corporation,1998,Consumer Durables,Specialty Chemicals
NTRI,NutriSystem Inc,0,Consumer Services,Catalog/Specialty Distribution
NUVA,NuVasive Inc.,2004,Health Care,Medical/Dental Instruments
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,0,n/a,n/a
NVEE,NV5 Holdings Inc.,2013,Consumer Services,Other Consumer Services
NVEC,NVE Corporation,0,Technology,Semiconductors
NVDA,NVIDIA Corporation,1999,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,2010,Technology,Semiconductors
NXTM,NxStage Medical Inc.,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD,NXT-ID Inc.,0,Consumer Services,Diversified Commercial Services
NXTDW,NXT-ID Inc.,0,Consumer Services,Diversified Commercial Services
NYMX,Nymox Pharmaceutical Corporation,0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,0,Technology,Semiconductors
OVLY,Oak Valley Bancorp (CA),0,Finance,Major Banks
OCAT,Ocata Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
OBCI,Ocean Bio-Chem Inc.,0,Consumer Durables,Specialty Chemicals
OPTT,Ocean Power Technologies Inc.,2007,Public Utilities,Electric Utilities: Central
ORIG,Ocean Rig UDW Inc.,0,Energy,Oil & Gas Production
OSHC,Ocean Shore Holding Co.,0,Finance,Savings Institutions
OCFC,OceanFirst Financial Corp.,0,Finance,Savings Institutions
OCRX,Ocera Therapeutics Inc.,2011,Health Care,Major Pharmaceuticals
OCLR,Oclaro Inc.,0,Technology,Semiconductors
OFED,Oconee Federal Financial Corp.,2011,Finance,Savings Institutions
OCUL,Ocular Therapeutix Inc.,2014,Health Care,Major Pharmaceuticals
OCLS,Oculus Innovative Sciences Inc.,2007,Health Care,Medical/Dental Instruments
OCLSW,Oculus Innovative Sciences Inc.,0,Health Care,Medical/Dental Instruments
OMEX,Odyssey Marine Exploration Inc.,0,Consumer Services,Marine Transportation
ODP,Office Depot Inc.,0,Consumer Services,Other Specialty Stores
OFS,OFS Capital Corporation,0,n/a,n/a
OHAI,OHA Investment Corporation,0,n/a,n/a
OVBC,Ohio Valley Banc Corp.,0,Finance,Major Banks
OHRP,Ohr Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
ODFL,Old Dominion Freight Line Inc.,1991,Transportation,Trucking Freight/Courier Services
OLBK,Old Line Bancshares Inc.,0,Finance,Major Banks
ONB,Old National Bancorp,0,Finance,Major Banks
OPOF,Old Point Financial Corporation,0,Finance,Major Banks
OSBC,Old Second Bancorp Inc.,0,Finance,Major Banks
OSBCP,Old Second Bancorp Inc.,0,Finance,Major Banks
OLLI,Ollie&#39;s Bargain Outlet Holdings Inc.,2015,Consumer Services,Department/Specialty Retail Stores
ZEUS,Olympic Steel Inc.,1994,Basic Industries,Metal Fabrications
OFLX,Omega Flex Inc.,0,Capital Goods,Industrial Specialties
OMER,Omeros Corporation,2009,Health Care,Major Pharmaceuticals
OMCL,Omnicell Inc.,2001,Technology,Computer Manufacturing
OVTI,OmniVision Technologies Inc.,2000,Technology,Semiconductors
ON,ON Semiconductor Corporation,0,Technology,Semiconductors
OTIV,On Track Innovations Ltd,0,Technology,Semiconductors
OGXI,OncoGenex Pharmaceuticals Inc.,0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ONCY,Oncolytics Biotech Inc.,0,Health Care,Major Pharmaceuticals
OMED,OncoMed Pharmaceuticals Inc.,2013,Health Care,Major Pharmaceuticals
ONTX,Onconova Therapeutics Inc.,2013,Health Care,Major Pharmaceuticals
ONCS,OncoSec Medical Incorporated,0,Health Care,Major Pharmaceuticals
ONTY,Oncothyreon Inc.,0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OHGI,One Horizon Group Inc.,0,Public Utilities,Telecommunications Equipment
ONFC,Oneida Financial Corp.,0,Finance,Savings Institutions
ONVI,Onvia Inc.,2000,Miscellaneous,Business Services
OTEX,Open Text Corporation,1996,Technology,EDP Services
OPXA,Opexa Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
OPXAW,Opexa Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
OPGN,OpGen Inc.,2015,Health Care,Medical Specialities
OPGNW,OpGen Inc.,2015,Health Care,Medical Specialities
OPHT,Ophthotech Corporation,2013,Health Care,Major Pharmaceuticals
OBAS,Optibase Ltd.,1999,Finance,Real Estate
OCC,Optical Cable Corporation,0,Basic Industries,Telecommunications Equipment
OPHC,OptimumBank Holdings Inc.,0,Finance,Major Banks
OPB,Opus Bank,2014,n/a,n/a
ORMP,Oramed Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
OSUR,OraSure Technologies Inc.,0,Health Care,Medical/Dental Instruments
ORBC,ORBCOMM Inc.,2006,Consumer Services,Telecommunications Equipment
ORBK,Orbotech Ltd.,0,Capital Goods,Industrial Machinery/Components
ORLY,O&#39;Reilly Automotive Inc.,1993,Consumer Services,Other Specialty Stores
OREX,Orexigen Therapeutics Inc.,2007,Health Care,Major Pharmaceuticals
SEED,Origin Agritech Limited,0,Consumer Non-Durables,Farming/Seeds/Milling
OESX,Orion Energy Systems Inc.,2015,Consumer Durables,Building Products
ORIT,Oritani Financial Corp.,0,Finance,Major Banks
ORRF,Orrstown Financial Services Inc,0,Finance,Major Banks
OFIX,Orthofix International N.V.,1992,Health Care,Medical/Dental Instruments
OSIS,OSI Systems Inc.,1997,Technology,Semiconductors
OSIR,Osiris Therapeutics Inc.,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSN,Ossen Innovation Co. Ltd.,2010,Basic Industries,Steel/Iron Ore
OTEL,Otelco Inc.,0,Public Utilities,Telecommunications Equipment
OTIC,Otonomy Inc.,2014,Health Care,Major Pharmaceuticals
OTTR,Otter Tail Corporation,0,Public Utilities,Electric Utilities: Central
OUTR,Outerwall Inc.,0,Consumer Services,Other Consumer Services
OVAS,Ovascience Inc.,0,Health Care,Major Pharmaceuticals
OSTK,Overstock.com Inc.,2002,Consumer Services,Catalog/Specialty Distribution
OXBR,Oxbridge Re Holdings Limited,2014,Finance,Property-Casualty Insurers
OXBRW,Oxbridge Re Holdings Limited,2014,Finance,Property-Casualty Insurers
OXFD,Oxford Immunotec Global PLC,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OXLC,Oxford Lane Capital Corp.,2011,n/a,n/a
OXLCN,Oxford Lane Capital Corp.,0,n/a,n/a
OXLCO,Oxford Lane Capital Corp.,0,n/a,n/a
OXGN,OXiGENE Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PFIN,P & F Industries Inc.,0,Technology,Industrial Machinery/Components
PTSI,P.A.M. Transportation Services Inc.,1986,Transportation,Trucking Freight/Courier Services
PCAR,PACCAR Inc.,0,Capital Goods,Auto Manufacturing
PACE,Pace Holdings Corp.,0,n/a,n/a
PACEU,Pace Holdings Corp.,0,n/a,n/a
PACB,Pacific Biosciences of California Inc.,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PCBK,Pacific Continental Corporation (Ore),0,Finance,Major Banks
PDVW,Pacific DataVision Inc.,2015,Public Utilities,Telecommunications Equipment
PEIX,Pacific Ethanol Inc.,0,Basic Industries,Major Chemicals
PMBC,Pacific Mercantile Bancorp,2000,Finance,Major Banks
PPBI,Pacific Premier Bancorp Inc,0,Finance,Major Banks
PSUN,Pacific Sunwear of California Inc.,1999,Consumer Services,Clothing/Shoe/Accessory Stores
PCRX,Pacira Pharmaceuticals Inc.,2011,Health Care,Major Pharmaceuticals
PACW,PacWest Bancorp,0,Finance,Major Banks
PTIE,Pain Therapeutics,2000,Health Care,Major Pharmaceuticals
PAAS,Pan American Silver Corp.,0,Basic Industries,Precious Metals
PNRA,Panera Bread Company,0,Consumer Services,Restaurants
PANL,Pangaea Logistics Solutions Ltd.,2013,Transportation,Marine Transportation
PZZA,Papa John&#39;S International Inc.,1993,Consumer Services,Restaurants
FRSH,Papa Murphy&#39;s Holdings Inc.,2014,Consumer Services,Restaurants
PRGN,Paragon Shipping Inc.,2013,Transportation,Marine Transportation
PRGNL,Paragon Shipping Inc.,0,Transportation,Marine Transportation
PRTK,Paratek Pharmaceuticals Inc. ,0,Health Care,Major Pharmaceuticals
PRXL,PAREXEL International Corporation,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PCYG,Park City Group Inc.,0,Technology,EDP Services
PSTB,Park Sterling Corporation,2010,Finance,Major Banks
PKBK,Parke Bancorp Inc.,0,Finance,Major Banks
PRKR,ParkerVision Inc.,1993,Technology,Radio And Television Broadcasting And Communications Equipment
PKOH,Park-Ohio Holdings Corp.,0,Capital Goods,Industrial Specialties
PARN,Parnell Pharmaceuticals Holdings Ltd,2014,Health Care,Major Pharmaceuticals
PTNR,Partner Communications Company Ltd.,0,Public Utilities,Telecommunications Equipment
PBHC,Pathfinder Bancorp Inc.,0,Finance,Major Banks
PATK,Patrick Industries Inc.,0,Basic Industries,Forest Products
PNBK,Patriot National Bancorp Inc.,0,Finance,Major Banks
PATI,Patriot Transportation Holding Inc.,0,Transportation,Trucking Freight/Courier Services
PEGI,Pattern Energy Group Inc.,2013,Public Utilities,Electric Utilities: Central
PDCO,Patterson Companies Inc.,1992,Health Care,Medical Specialities
PTEN,Patterson-UTI Energy Inc.,1993,Energy,Oil & Gas Production
PAYX,Paychex Inc.,1983,Consumer Services,Diversified Commercial Services
PCTY,Paylocity Holding Corporation,2014,Technology,Computer Software: Prepackaged Software
PYDS,Payment Data Systems Inc.,0,Finance,Investment Bankers/Brokers/Service
PYPL,PayPal Holdings Inc.,0,Miscellaneous,Business Services
PCCC,PC Connection Inc.,1998,Consumer Services,Catalog/Specialty Distribution
PCMI,PCM Inc.,0,Consumer Services,Catalog/Specialty Distribution
PCTI,PC-Tel Inc.,1999,Technology,Radio And Television Broadcasting And Communications Equipment
PDCE,PDC Energy Inc.,0,Energy,Oil & Gas Production
PDFS,PDF Solutions Inc.,2001,Technology,EDP Services
PDII,PDI Inc.,1998,Miscellaneous,Business Services
PDLI,PDL BioPharma Inc.,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SKIS,Peak Resorts Inc.,2014,Consumer Services,Hotels/Resorts
PGC,Peapack-Gladstone Financial Corporation,0,Finance,Commercial Banks
PEGA,Pegasystems Inc.,1996,Technology,EDP Services
PCO,Pendrell Corporation,0,Miscellaneous,Multi-Sector Companies
PENN,Penn National Gaming Inc.,1994,Consumer Services,Hotels/Resorts
PFLT,PennantPark Floating Rate Capital Ltd.,0,n/a,n/a
PNNT,PennantPark Investment Corporation,2007,n/a,n/a
PWOD,Penns Woods Bancorp Inc.,0,Finance,Major Banks
PTXP,PennTex Midstream Partners LP,2015,Public Utilities,Natural Gas Distribution
PEBO,Peoples Bancorp Inc.,0,Finance,Major Banks
PEBK,Peoples Bancorp of North Carolina Inc.,0,Finance,Major Banks
PFBX,Peoples Financial Corporation,0,Finance,Major Banks
PFIS,Peoples Financial Services Corp. ,0,Finance,Major Banks
PBCT,People&#39;s United Financial Inc.,0,Finance,Savings Institutions
PUB,People&#39;s Utah Bancorp,2015,Finance,Major Banks
PRCP,Perceptron Inc.,1992,Capital Goods,Electronic Components
PPHM,Peregrine Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
PPHMP,Peregrine Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
PRFT,Perficient Inc.,1999,Technology,EDP Services
PFMT,Performant Financial Corporation,2012,Consumer Services,Other Consumer Services
PERF,Perfumania Holdings Inc,0,Consumer Services,Other Specialty Stores
PSEM,Pericom Semiconductor Corporation,1997,Technology,Semiconductors
PERI,Perion Network Ltd,0,Technology,EDP Services
PESI,Perma-Fix Environmental Services Inc.,0,Basic Industries,Environmental Services
PTX,Pernix Therapeutics Holdings Inc.,0,Health Care,Major Pharmaceuticals
PERY,Perry Ellis International Inc.,1993,Consumer Non-Durables,Apparel
PRSN,Perseon Corporation,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PRSNW,Perseon Corporation,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PGLC,Pershing Gold Corporation,0,Basic Industries,Precious Metals
PETS,PetMed Express Inc.,0,Health Care,Medical/Nursing Services
PFSW,PFSweb Inc.,1999,Miscellaneous,Business Services
PGTI,PGT Inc.,2006,Capital Goods,Building Products
PHII,PHI Inc.,0,Transportation,Transportation Services
PHIIK,PHI Inc.,0,Transportation,Transportation Services
PAHC,Phibro Animal Health Corporation,2014,Health Care,Major Pharmaceuticals
PHMD,PhotoMedex Inc.,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PLAB,Photronics Inc.,1987,Technology,Semiconductors
PICO,PICO Holdings Inc.,0,Finance,Real Estate
PIRS,Pieris Pharmaceuticals Inc.,0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PPC,Pilgrim&#39;s Pride Corporation,0,Consumer Non-Durables,Meat/Poultry/Fish
PME,Pingtan Marine Enterprise Ltd.,0,n/a,n/a
PNFP,Pinnacle Financial Partners Inc.,0,Finance,Major Banks
PPSI,Pioneer Power Solutions Inc.,0,Consumer Durables,Electrical Products
PXLW,Pixelworks Inc.,2000,Technology,Semiconductors
PLNR,Planar Systems Inc.,1993,Capital Goods,Industrial Machinery/Components
PLPM,Planet Payment Inc.,0,Miscellaneous,Business Services
PLXS,Plexus Corp.,0,Technology,Electrical Products
PLUG,Plug Power Inc.,1999,Energy,Industrial Machinery/Components
PLBC,Plumas Bancorp,0,Finance,Finance Companies
PSTI,Pluristem Therapeutics Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PMCS,PMC - Sierra Inc.,0,Technology,Semiconductors
PBSK,Poage Bankshares Inc.,2011,Finance,Savings Institutions
PNTR,Pointer Telocation Ltd.,0,Technology,Radio And Television Broadcasting And Communications Equipment
PCOM,Points International Ltd.,0,Miscellaneous,Business Services
PBCP,Polonia Bancorp Inc.,0,Finance,Savings Institutions
PLCM,Polycom Inc.,1996,Public Utilities,Telecommunications Equipment
POOL,Pool Corporation,1995,Consumer Durables,Industrial Specialties
